AnnualRainfall,SeasonalRainfall,Temperature,Humidity,RiverLevel,SoilMoisture,WindSpeed,Pressure,Visibility,CloudCover,Flood
2052,2652,15,71,6.214447754122663,66,67,1000,5,65,0
2094,2905,35,58,6.932189834570858,49,56,1024,2,76,0
1613,358,22,70,8.704028492459635,43,77,950,8,64,0
3770,1333,28,78,7.58715513193868,32,64,990,2,93,0
2909,2796,24,59,2.900117747941707,28,21,959,4,95,0
525,2051,33,67,5.201411899665876,68,71,952,6,99,0
3596,478,22,42,9.822684987875856,45,42,957,9,32,0
1917,2726,33,71,5.991046423864971,68,33,1029,4,87,0
3054,310,18,61,9.444208181237187,61,35,985,4,56,0
3872,2678,24,83,8.320325376817504,64,63,989,7,33,1
3910,741,37,97,6.994210976278829,96,58,988,1,56,0
2814,1338,17,93,4.144286823937797,40,57,996,5,33,0
960,559,18,81,3.738874127728951,48,30,1009,5,85,0
3003,2619,30,92,6.790789587678291,43,17,957,1,85,1
3931,1438,38,83,4.893051167617697,96,61,1023,6,52,0
1591,1956,18,54,8.188782605350545,61,23,986,9,21,0
1506,1154,39,77,7.844110655861763,90,31,1012,7,72,0
3410,2506,34,58,3.8091743806466285,60,17,976,2,74,0
3983,2367,34,70,7.324559047555858,67,56,952,4,64,0
2494,1175,27,65,5.450951710874657,98,68,988,8,56,0
990,1112,35,44,3.9096289073259736,96,62,955,1,46,0
1572,1351,31,96,4.71669933488176,62,23,959,6,71,0
3111,922,37,59,9.058166804910357,27,7,978,3,66,0
3673,2770,39,98,4.235659229102865,82,71,978,3,77,1
715,1911,30,41,3.586593459875122,82,30,969,1,26,0
2223,524,39,60,4.166264986391241,25,10,1028,8,32,0
2092,1729,31,90,2.931565925878225,93,17,1015,5,67,0
3106,1749,20,99,5.901714886566958,71,31,961,1,47,1
658,1273,17,90,2.32692792690279,40,14,962,5,64,0
3036,2145,34,75,8.356994077932248,33,20,988,5,75,0
1185,1807,38,67,3.030222225210635,77,27,988,9,54,0
3813,2316,18,59,6.382495247856811,44,51,994,3,74,0
3341,590,22,76,2.1252294902790423,75,16,990,9,56,0
2276,2630,34,78,9.806078333928937,28,32,1029,8,28,0
2552,215,23,75,5.091179130042824,55,22,992,2,22,0
2343,1045,36,50,8.39954206682933,76,62,1011,9,21,0
2908,1068,15,94,7.917830520849853,98,6,952,5,77,0
3006,767,27,96,7.423237424311109,24,50,958,8,41,0
2795,2379,16,42,8.446283840841488,26,21,993,8,43,0
2089,2219,37,76,1.9041724779373523,25,68,983,4,97,0
2196,2520,24,59,7.1064747772476595,98,69,968,1,73,0
3493,1846,37,71,3.3924451174640304,71,58,967,9,36,0
2969,2731,33,86,8.072844976599308,93,47,995,6,77,1
2446,2797,31,64,9.611818838630999,89,59,990,2,77,0
2562,556,38,60,9.113405768584263,74,18,998,4,40,0
3283,1856,27,97,2.0345700022629947,96,48,1001,5,96,1
1645,2480,28,89,4.325971786055389,33,42,1023,6,82,0
2824,235,25,55,4.278904814778398,20,62,992,5,82,0
2081,2660,24,87,2.1006663972357753,92,53,959,9,63,0
3000,1227,21,81,1.8831344801214471,56,20,987,2,59,0
3961,2291,24,40,4.464011214722635,68,78,987,3,94,0
3865,2815,38,62,9.928643954468601,31,34,996,3,85,0
3145,2987,15,82,6.120483859596477,24,72,956,3,86,1
2993,313,28,88,6.596034657438306,89,75,961,6,98,0
2757,1972,17,63,5.239170190168141,30,41,1001,8,65,0
3261,2644,27,86,6.960974970736205,72,73,982,5,43,1
2849,1397,16,64,9.609958726702926,74,59,973,6,91,0
2432,1478,31,46,6.298281582529526,93,43,997,1,89,0
3794,665,35,96,1.5853461374907394,98,61,980,3,70,0
2257,1687,17,97,5.436015122513788,69,53,972,4,96,0
2550,1046,29,77,9.93476145926756,72,67,1020,7,23,0
1489,701,22,86,4.486624485348369,74,38,1021,5,50,0
2041,640,20,86,6.344931134930249,22,61,964,1,84,0
1616,2316,23,78,1.959730870859353,35,66,987,3,49,0
3067,525,39,74,2.2706244886291023,64,43,977,2,91,0
3999,1965,25,53,8.872133078385662,55,78,970,6,59,0
992,266,36,48,3.703101654264503,38,71,976,5,33,0
3806,503,16,42,3.749061460191337,23,66,996,3,63,0
1119,1171,23,77,4.484916964020954,78,33,1005,2,53,0
3732,683,32,59,9.698308056140702,31,35,963,1,58,0
2878,1128,33,80,1.7595144643318879,82,64,970,2,23,0
2880,1640,36,72,8.368876922962015,75,43,963,5,46,0
2597,348,32,80,4.074020888193878,46,5,1019,5,61,0
2046,2831,19,83,8.645212233869273,87,60,1025,9,30,0
1362,2495,32,71,9.925800845540882,43,62,977,6,51,0
2191,1324,26,75,4.138006691905731,45,25,986,3,69,0
2105,2949,18,65,2.164207295911197,41,58,1016,3,72,0
2819,295,29,87,2.2993794818463544,89,75,982,3,23,0
1079,481,25,44,7.828668018542674,38,47,961,8,38,0
2390,2569,33,98,2.304293971043229,53,58,961,9,90,0
1775,728,19,88,3.3437941168117296,30,6,1024,3,52,0
3107,2510,20,69,2.8395850929587176,64,18,1000,1,97,0
3243,1842,27,56,4.201107076278843,56,7,984,8,96,0
2355,779,37,45,1.6692991763471872,42,18,961,2,89,0
3661,1863,24,97,8.710682341665322,59,9,968,7,74,1
2993,2541,38,54,8.741316806208943,62,43,1008,7,28,0
3564,1831,39,40,4.716396086344208,23,5,962,9,81,0
1855,2642,28,52,6.5087881212112775,34,47,968,8,81,0
1662,2760,18,87,6.777564138138742,42,63,985,9,67,0
856,1009,34,73,7.743323038113359,31,19,953,1,87,0
2124,892,37,69,5.68621078789646,87,50,962,3,67,0
2821,434,26,58,5.5930244089751735,87,11,955,4,46,0
3590,1151,29,94,6.6817339959538975,71,46,993,3,74,0
2506,2054,24,41,7.3274355610288975,60,11,1025,8,63,0
2858,1560,25,92,4.120213393263266,97,51,1029,7,90,1
1369,1231,23,96,3.9733342594193357,78,23,957,5,71,0
1385,1666,25,83,3.427465636863183,77,57,982,5,76,0
2501,2164,16,51,5.939618997814737,78,20,1001,4,28,0
2701,738,27,97,4.241401206001951,91,66,1025,5,27,0
1913,1019,36,79,5.8628194093686865,42,70,962,5,75,0
1783,1881,22,83,4.6538628924422945,20,69,959,4,29,0
1119,471,35,63,8.530607642973948,75,55,983,5,84,0
1382,1228,35,50,1.6581721577091466,94,40,976,7,91,0
1296,2122,22,41,6.149895342442072,23,39,1007,9,64,0
2672,1442,15,40,6.18061375528478,48,28,1016,7,58,0
3925,1341,20,96,4.453455794848299,36,73,993,1,65,0
1796,792,27,97,4.7891880510682885,68,33,1018,9,36,0
1118,1805,23,67,8.201182247946356,70,5,954,3,86,0
2334,314,20,43,3.5260633923430134,68,61,986,2,95,0
744,2510,29,80,8.842634122835467,43,13,1020,9,81,0
3395,1877,37,98,9.067089737212239,63,19,1005,2,87,1
2997,1645,30,69,6.855573739619763,60,78,1000,9,55,0
1429,406,18,99,7.955719423372885,76,20,1005,5,28,0
1770,2550,31,98,6.5165277551903955,75,52,991,6,54,0
1019,311,23,46,5.727332023719325,51,40,962,7,86,0
3712,1640,26,99,9.700099788252066,50,57,983,7,71,1
2909,2082,36,61,3.5438946780471774,35,7,983,4,47,0
507,384,33,65,2.387358519788009,51,23,1002,4,77,0
3025,1964,34,68,3.5873682682826376,61,45,952,5,43,0
3923,1100,26,64,6.531630475415006,53,41,1023,9,78,0
2519,420,36,49,2.666650942910293,56,63,986,1,56,0
994,1667,20,59,9.179326389036827,35,71,1001,8,57,0
2129,1293,26,53,4.699219605988534,32,12,955,8,44,0
3380,2869,23,72,8.649665904626591,85,18,970,7,34,0
3998,2674,34,44,3.2431289007593502,52,65,994,6,35,0
1562,2891,19,84,3.8185151957447276,54,39,954,3,74,0
3140,2815,35,45,1.5330105745524691,56,20,952,8,23,0
686,2212,17,61,3.3199092296701656,95,75,969,7,45,0
3301,2690,16,99,5.412824370669712,59,39,1025,8,58,1
2377,800,22,56,9.51523225950918,27,12,1010,2,76,0
2640,1360,24,54,4.5001267650234835,73,64,984,8,66,0
585,703,29,78,6.757694915350113,26,16,981,7,67,0
3615,2378,23,79,4.8493910572190915,21,53,968,6,68,1
636,417,24,67,1.421126656911471,75,72,964,9,56,0
2968,2935,25,92,5.531793633070324,76,39,1023,8,57,1
2621,2418,23,41,1.5932228203352876,68,49,1006,5,81,0
2136,1698,28,57,8.953299321377823,88,45,975,5,80,0
3727,811,19,66,7.777332657558226,97,65,1019,9,93,0
3826,1352,23,60,4.407863241271295,27,19,951,8,27,0
2718,256,18,62,6.761967995721608,82,71,998,4,57,0
2251,1404,16,46,2.008253397819989,90,63,997,9,55,0
2717,445,33,91,7.322994882663858,65,6,981,6,75,0
2287,343,15,98,8.404591680923225,97,10,952,5,64,0
1371,567,35,87,8.39571083684411,86,61,969,7,69,0
2869,1682,15,58,3.5584979292159025,65,20,986,9,39,0
3003,2465,26,48,3.3737157574914396,97,27,969,1,82,0
1443,815,25,51,5.692579191124106,86,45,1009,9,74,0
2126,2081,15,85,9.709949457368635,61,34,1008,5,53,0
3337,1788,28,69,9.284706798454767,83,71,991,9,51,0
3160,2689,25,46,4.236746335803836,92,59,972,5,95,0
3726,898,21,41,8.018465555647397,72,8,990,7,92,0
3436,1075,16,56,9.291859876823116,90,32,1022,7,62,0
848,1885,29,50,3.348338191458445,26,54,976,9,98,0
2176,1144,22,89,8.472660846426457,26,32,995,5,32,0
1696,1122,36,51,3.411060642182589,55,57,966,7,21,0
509,1946,34,42,4.089539132984896,32,71,951,5,80,0
3287,224,39,60,2.789386217656787,86,30,964,4,33,0
3836,1887,29,53,5.563718191654422,39,43,1024,1,61,0
1961,1759,22,54,8.58979804835117,92,17,1006,5,34,0
3818,1283,24,90,5.752469236919611,72,75,990,4,29,0
1166,633,33,81,2.1109600872378778,71,58,1022,1,75,0
3093,1289,17,80,3.26598339004453,80,17,963,1,72,0
2022,2812,34,49,6.06575680553205,80,63,957,5,77,0
2676,2151,28,91,6.248687100135042,75,8,1025,9,81,1
1100,2353,23,94,6.1921531319038285,59,61,956,1,76,0
3152,295,23,75,1.6930314325559437,82,64,1016,8,82,0
826,367,35,90,7.783263033712788,76,51,975,9,23,0
1479,2289,39,49,9.184853790901059,23,78,952,4,97,0
2951,2102,20,56,5.5946705295690995,45,9,995,8,53,0
1128,2351,22,83,7.4694635809467655,81,40,953,1,51,0
2129,2068,25,64,9.226139428328962,95,23,1006,4,97,0
3930,2767,22,66,6.783604794532144,73,34,995,2,53,0
3265,2198,26,72,7.06893151987946,81,45,963,4,89,0
3588,2529,24,50,7.492639720455591,37,52,952,2,59,0
773,1333,37,52,3.344522063086586,29,32,962,3,54,0
1184,2210,18,40,6.244100872451447,55,35,957,1,34,0
615,948,30,70,8.579576030900107,21,61,1005,3,70,0
1360,2091,34,72,3.6654645723467563,79,47,951,7,39,0
2503,1030,20,60,9.074534496371742,66,69,995,8,56,0
1192,248,23,55,6.5834375478906875,92,13,980,6,57,0
3662,314,37,78,4.808573662897506,51,16,984,1,40,0
1605,1378,19,62,6.608646652602636,88,16,1011,7,29,0
2871,1872,35,49,4.6167391512016875,70,46,995,3,73,0
3508,2750,38,87,8.542320416633572,86,77,973,9,28,1
2661,270,20,72,5.340867220608374,96,57,1014,2,61,0
2292,1559,31,61,9.11092023778903,86,61,993,9,35,0
3629,266,31,80,5.5882727276304385,87,20,1000,2,43,0
653,1716,39,45,6.943315506736485,75,54,995,2,23,0
2400,1873,38,86,9.979699789061655,33,8,982,4,63,0
1927,1977,36,75,2.3226925690768705,35,17,1013,2,42,0
1789,1166,27,86,7.630562338600651,95,64,975,7,61,0
814,2428,31,49,2.249850051243402,94,32,988,3,85,0
1564,1989,28,96,8.549797291879566,85,16,1007,4,38,0
604,812,16,55,6.368080430458105,52,28,975,1,39,0
2424,2086,33,52,9.443436045458133,32,5,1024,4,47,0
2413,1822,17,90,8.793609417503815,49,38,1016,4,43,0
1716,896,16,97,1.6738483372194108,45,7,1022,4,21,0
1924,2850,16,59,2.235722875109748,32,26,1006,9,26,0
3849,2495,36,43,6.4105383574614265,87,31,1019,3,20,0
2901,1437,21,59,5.664831759478673,52,25,1022,7,30,0
3563,2606,18,61,2.5170861755210012,34,17,957,4,70,0
2272,448,31,68,2.164233054444848,36,48,983,1,79,0
2460,837,20,55,6.075917050974518,25,28,1018,3,50,0
3280,1149,21,82,1.4402939317749954,24,50,959,9,49,0
2103,2104,34,86,8.863617726580951,52,21,971,6,96,0
1208,1311,20,82,8.263746278223584,73,9,961,8,43,0
3827,2910,23,62,8.068329745399804,35,42,978,9,37,0
1150,375,34,69,1.1439743233666695,65,63,980,8,77,0
3371,922,18,96,1.4287684907146416,43,31,955,5,96,0
1446,2673,19,69,5.948552090356558,24,58,956,6,36,0
1160,970,33,82,9.9498312000476,86,75,1028,2,65,0
2646,2147,24,42,4.080845808742166,95,59,962,9,38,0
3135,902,32,95,4.099373347648095,69,75,1012,6,31,0
2829,2328,29,63,2.20850170175785,60,47,973,8,31,0
2950,1126,39,88,7.069022233655513,74,42,968,7,69,0
1632,337,15,76,6.820090200946051,39,65,1018,2,85,0
1199,2717,19,52,1.9119017474124316,69,49,971,2,39,0
2746,2597,19,81,5.20671058361516,54,62,1009,5,25,1
3874,1349,22,71,7.003674179397769,69,33,971,3,20,0
2538,2140,36,76,5.441645226897343,98,58,966,1,26,1
2874,2091,36,51,7.069272236782799,52,38,996,3,74,0
2701,2078,36,47,8.346433576883408,86,25,956,7,93,0
1051,1453,34,63,7.172338898095909,90,49,966,9,34,0
904,1683,29,83,6.545028122474714,29,5,1025,4,43,0
961,1568,31,55,8.68231231250044,60,14,1011,8,48,0
2679,509,33,71,9.105297110828094,59,62,1012,6,90,0
3338,1243,27,73,4.499977934582238,25,32,956,4,53,0
1373,1870,36,74,2.5592489895149733,52,65,978,3,97,0
583,1764,35,71,8.360743636072456,35,34,1021,5,56,0
1922,1783,24,89,2.9237779656953484,43,32,953,3,61,0
3301,1700,31,56,9.36055602774177,79,33,965,8,83,0
3175,2516,19,41,1.205901506997131,93,35,1029,6,38,0
3680,969,32,65,9.291440643573731,30,72,1024,6,42,0
720,215,31,93,6.302646933508565,63,78,1008,7,90,0
3100,805,18,83,7.972679048615932,22,35,990,7,25,0
1891,1581,36,56,4.58643328357964,57,45,1009,8,74,0
3718,1012,21,77,9.925446627179921,59,68,1024,5,96,0
611,2190,39,88,3.047962848096614,38,46,1018,5,58,0
1114,2729,19,41,3.379092963743573,59,48,1007,6,44,0
2081,1094,22,47,1.4628919963372564,72,35,1025,4,23,0
3471,1767,22,85,9.464260267552945,96,15,989,2,52,1
974,2516,25,45,5.104263732388085,55,40,1007,2,85,0
3383,613,23,48,7.073671732474143,86,36,1010,2,21,0
2413,224,33,40,7.186966547165566,39,43,994,2,33,0
770,2204,33,44,8.870518830544098,47,71,1026,5,69,0
2968,515,23,78,6.984327255817684,76,64,997,2,30,0
2420,770,37,48,6.058190640737685,22,29,960,7,53,0
3254,924,34,53,7.392866717719392,56,32,1005,4,57,0
1890,2049,31,66,7.758737191028138,37,23,972,5,58,0
3851,1499,30,48,2.6733515162363375,65,33,1026,2,41,0
3854,2153,21,75,1.987003350790777,24,54,982,1,61,0
539,588,36,68,1.673639654370068,92,23,1001,9,76,0
2482,2969,17,59,4.36648145070283,95,60,977,6,97,0
2736,643,35,54,5.482002158539707,76,22,953,5,57,0
3735,2944,33,75,6.540849084608747,45,49,1000,5,28,0
1493,1170,22,42,9.62231067720649,52,45,959,2,48,0
2512,2968,19,95,3.9770903818630563,55,17,1001,8,88,1
3083,2615,20,92,7.84786646869547,41,72,1021,4,61,1
3575,2164,16,62,5.782218576353964,36,72,958,4,79,0
789,2589,38,97,2.9808093887822515,63,28,967,8,58,0
2980,2028,39,93,6.537748862158832,71,37,1015,4,91,1
3018,503,33,85,9.704585604607333,41,77,989,1,79,0
3752,963,27,48,2.1187746932614515,88,59,1015,4,72,0
3819,2173,20,69,5.5655178809430605,20,7,971,1,95,0
3175,1015,20,58,1.4644751873547541,49,7,1029,6,27,0
778,2359,16,77,3.8909466900672607,58,34,1023,2,40,0
3424,1077,38,42,6.585424098345921,98,22,983,9,75,0
1080,902,19,89,8.569512424276791,54,70,997,4,67,0
1362,1143,25,87,7.572955795534639,88,47,965,8,66,0
753,2526,25,42,5.165711003939265,89,77,998,2,28,0
680,2629,38,73,9.18300481393732,30,70,1012,5,97,0
1180,2260,28,41,3.724431985213936,70,31,989,8,20,0
1324,502,27,97,7.785850692026497,82,23,1005,1,74,0
1199,1779,22,66,5.266081195728962,53,20,1026,6,50,0
3113,359,29,62,9.087721792054982,74,30,997,2,99,0
1849,2401,26,81,8.176895394883841,97,18,986,5,30,0
1880,2428,17,71,9.113226951763856,92,51,961,1,85,0
2173,1403,35,86,2.9282306404786604,39,22,1028,4,79,0
3227,2624,37,74,7.013353889045872,99,32,981,3,50,0
2938,1391,19,79,7.64617067273476,77,23,972,5,69,0
2138,1373,20,57,7.681728387543343,36,34,1023,8,79,0
2457,2263,16,66,5.536004054206038,53,25,1021,9,81,0
3656,1314,22,50,1.1012547011315728,94,25,970,5,58,0
3888,1343,19,78,3.352877054821674,81,52,1024,9,22,0
711,2179,36,58,3.90970787503943,53,59,961,4,77,0
2038,452,31,64,8.668329555535854,91,34,998,5,87,0
883,1632,16,46,8.567972353937982,38,46,996,9,49,0
2214,2278,25,70,1.9421209363400496,85,41,1011,9,86,0
841,930,18,96,9.548522935941318,91,45,987,2,87,0
2338,2536,25,41,2.6421173798634188,61,50,975,5,77,0
2487,697,23,77,4.72923506170829,70,64,989,8,96,0
1343,1628,20,44,2.9364126949967986,90,78,965,1,72,0
3609,747,38,53,8.742992219464217,68,5,968,4,33,0
2034,1160,16,57,7.7446182867338065,48,58,999,8,29,0
919,331,29,75,4.181759261990235,49,39,1005,2,97,0
3298,1547,19,43,7.136907634234499,44,20,978,1,41,0
3740,1057,26,63,2.659301957543881,87,9,987,6,82,0
2488,1355,27,52,4.440673831384014,81,35,1010,6,80,0
2432,2232,31,94,4.393968295042974,57,41,985,1,65,0
3914,720,18,60,3.1414301354925804,36,29,959,3,56,0
2349,229,24,96,8.886808446245944,93,66,996,8,40,0
805,2874,15,72,7.109611619312136,20,29,993,9,22,0
3249,2251,25,59,3.5194537950741935,37,71,1011,8,38,0
1368,708,30,44,3.179086845661336,82,42,956,1,51,0
3084,1460,25,63,1.1615812389931515,65,52,1018,4,98,0
1635,1758,23,74,4.119240284131192,38,68,968,9,43,0
1934,215,16,69,5.7409415498378635,69,6,982,1,92,0
705,1196,21,67,3.499398477175388,73,68,973,4,93,0
3756,1807,33,92,7.30412448786793,50,73,972,7,67,1
3953,2039,32,90,4.705745761101396,84,24,1002,7,77,1
995,2216,34,84,3.8468605330960104,65,15,970,7,59,0
3950,1453,21,46,9.45151892911298,54,35,986,4,26,0
3618,1943,37,81,3.3652078955932514,68,39,998,8,65,1
2409,2510,23,74,4.5843185808699065,53,48,974,3,34,0
3051,1288,26,94,4.440617096686948,48,59,988,9,93,0
1545,2512,17,69,3.170785111041235,25,49,979,6,24,0
712,1561,37,73,2.9572906582937506,20,25,992,7,78,0
809,577,36,78,3.7214201693206324,74,56,1027,9,89,0
3208,1398,30,48,8.778125529380628,46,24,1003,4,41,0
2491,675,21,99,7.9037459850636145,31,13,981,5,47,0
3300,1489,37,92,7.12899562744047,23,13,998,1,73,0
771,528,19,51,5.113926933782441,99,62,951,8,38,0
2322,2039,39,93,5.569785861693431,71,75,996,2,33,0
3485,1386,37,68,3.404249609441143,30,37,972,5,67,0
3773,637,21,49,1.6688432245232585,71,5,955,5,26,0
2579,1590,33,66,3.9793650104843405,45,7,990,4,98,0
942,1973,31,58,5.460253803931296,47,43,991,4,51,0
2709,1422,30,52,1.5158174186739921,91,16,1002,2,41,0
3314,1723,35,81,1.794099718513958,85,20,1021,3,65,1
753,2263,38,76,3.3672270959611055,46,54,988,2,32,0
1020,2044,35,71,4.303723362334854,74,31,959,1,41,0
1476,1519,33,54,4.539851300068347,90,33,999,4,29,0
509,1067,39,60,2.0609745965920463,73,73,1024,9,63,0
3273,2758,32,42,3.0323921908130993,65,56,957,6,43,0
3052,2011,33,47,3.3548252685724784,55,10,950,8,78,0
3332,1183,18,45,1.6087138858112158,40,28,1021,2,81,0
2083,1462,15,68,3.9348973053072758,68,44,1018,2,91,0
2983,2828,18,58,1.6499941547995651,53,37,950,2,91,0
1634,1524,18,56,7.331120587987031,53,13,1016,8,74,0
652,2253,23,49,4.474429899015794,59,53,976,1,68,0
2158,1218,22,72,3.9407715044053724,26,71,1010,5,69,0
3464,1989,16,52,2.138699543532462,71,27,997,4,38,0
3416,1006,37,66,3.0385328990040623,68,26,972,1,77,0
3673,2093,20,81,3.0943468804521124,56,76,993,7,67,1
3300,1609,37,51,9.866837933859728,81,12,989,1,91,0
2356,2866,25,41,8.51814441557644,34,23,960,6,31,0
1714,1518,18,49,1.1373606247008845,21,42,960,1,39,0
2252,1341,28,60,6.551529316916318,30,10,980,9,64,0
3110,604,35,62,3.303190867797314,36,56,1009,3,45,0
1604,1986,36,40,1.9393923593762583,64,38,1004,2,50,0
3036,793,23,72,7.350397868077792,87,78,973,7,78,0
1394,2813,16,91,2.1844499452151434,80,15,1011,1,22,0
1611,2999,39,65,4.993667015767621,65,47,968,7,37,0
3765,211,15,54,6.689486483559318,51,39,989,9,40,0
603,2412,18,61,5.990452805394898,38,15,966,4,76,0
3667,1517,26,64,9.798661884724686,86,44,999,2,61,0
3994,1742,19,40,8.071683518102702,23,36,961,4,81,0
2414,2325,23,98,7.967740385147407,44,53,964,9,49,0
3769,813,36,65,4.200358546729281,92,61,988,8,80,0
3572,2186,18,60,1.0755594287572752,40,69,962,5,55,0
1506,1068,30,80,7.609698367036195,33,52,968,8,74,0
906,1011,16,63,9.99758875866105,41,56,1022,7,23,0
1901,2022,30,78,4.65291196969254,67,43,1006,4,34,0
666,966,30,55,9.869666490614057,70,58,1009,3,90,0
1008,281,35,71,2.275372985809118,99,29,1005,1,76,0
2161,1944,38,55,3.6686111647304567,30,49,974,3,82,0
2860,2456,38,52,2.5365423856822362,78,33,953,8,96,0
3989,721,36,81,5.276583756341342,33,36,1001,9,83,0
1262,1527,25,71,8.172832613564983,26,71,956,9,36,0
1180,1193,15,89,4.065955223841585,88,16,1017,5,72,0
3024,2712,29,80,9.156060434366843,77,62,1019,4,59,1
2620,1725,38,83,5.903473719968066,59,24,994,6,89,1
1664,1669,18,63,5.188819723676895,44,54,958,7,69,0
1081,2875,32,52,8.083322579757487,97,12,958,6,87,0
761,1713,31,50,1.9129914733760611,61,35,952,5,34,0
1863,980,21,54,7.9637722408960725,63,28,1026,2,91,0
1831,1651,32,49,3.1865680015554405,24,17,1012,3,53,0
2792,758,27,81,3.527312924649138,47,76,951,9,49,0
2038,2338,34,80,6.3950839598807185,95,46,980,7,92,0
3908,2237,34,96,9.117409825415846,79,30,987,2,43,1
1060,1953,24,96,6.205662547937783,96,42,956,1,27,0
1599,1059,15,42,6.840544139150382,40,42,959,1,76,0
2403,1812,16,94,7.9893513064474675,68,59,1026,1,89,0
674,755,31,55,3.333922830932381,75,14,1008,6,44,0
2656,355,36,83,8.445103055237283,76,15,950,5,96,0
2730,2249,17,56,4.7616413416043475,80,7,986,7,53,0
691,1580,31,64,2.5809012414204626,57,27,974,5,44,0
564,1024,26,69,4.1510627151501245,92,66,1015,9,37,0
3510,1792,38,86,3.215180005464028,21,74,1025,1,92,1
1997,1281,26,96,3.058422446220813,22,45,954,9,89,0
3671,1403,34,74,3.543068788472495,62,45,1005,4,33,0
2067,692,24,76,2.6283773326788054,93,8,1028,7,25,0
3411,868,21,99,7.009315813743786,54,7,991,2,55,0
1651,274,24,52,6.219925813316054,92,55,1013,3,55,0
2437,570,32,63,6.835977036850856,59,59,998,4,94,0
868,786,36,77,4.0935225144534435,77,67,995,5,37,0
1350,528,20,65,7.9276006231663985,53,53,1020,2,34,0
542,789,21,97,2.166478668587483,44,76,951,7,35,0
2407,1990,31,48,6.1402303851522415,75,74,1016,6,95,0
3990,976,26,58,3.4790767502182653,51,73,953,9,33,0
3035,2222,31,67,5.748489106278503,41,12,1011,7,66,0
577,2551,32,46,3.9127345771621522,84,12,1029,2,73,0
3373,778,28,84,8.114605885821657,40,23,976,3,77,0
2324,420,25,61,9.021446549542851,99,78,1016,3,96,0
1793,1387,16,69,7.683231010344681,40,59,966,8,49,0
1173,1703,35,76,2.580253415643221,47,77,1001,8,65,0
1200,2622,15,55,3.4738020854952607,38,76,1020,3,35,0
1258,1907,25,75,9.274222589665742,33,12,1006,8,20,0
2423,1945,16,44,4.934981148923812,43,61,979,5,60,0
3275,387,30,68,9.470623684143401,39,76,1021,4,46,0
3886,1414,36,91,4.532065199760401,51,11,1020,4,96,0
3472,1309,17,90,9.565971945315974,93,50,1014,4,81,0
1401,2721,34,62,9.33165088959998,71,26,965,1,47,0
3436,1043,15,45,6.944742009879546,84,48,976,7,39,0
1492,730,35,75,1.0794434361535257,71,9,1023,4,74,0
1691,1270,34,96,4.603012137783432,77,29,996,2,70,0
2886,1162,22,72,9.201116167260363,98,51,963,1,88,0
2740,2722,33,88,8.965992601973031,29,47,951,3,92,1
1976,1369,15,80,2.686490200865023,89,19,988,1,53,0
2830,1605,19,55,4.592642463721924,34,68,1004,5,46,0
3907,716,15,94,8.519589350915245,66,35,975,6,57,0
889,2088,25,73,6.2009006792504895,29,48,993,6,48,0
1499,2673,35,82,8.625693101015806,40,51,1018,6,54,0
1024,1691,23,65,8.439106460037067,38,16,987,7,39,0
3811,1317,19,76,9.167338062572348,87,68,1029,1,38,0
2355,332,16,52,2.054985293751235,41,27,961,4,24,0
2006,513,27,91,2.306936273081641,82,54,966,9,44,0
1158,790,32,56,1.7452812607214727,57,40,974,2,45,0
3263,1743,39,71,9.417419569858884,34,15,1013,8,70,0
1390,2406,26,71,5.276461459401038,89,51,960,7,85,0
1981,2908,28,67,1.5789275513420333,94,60,967,7,80,0
3660,2085,19,68,3.893769122626371,63,73,985,3,34,0
3666,1826,38,64,4.1627137701697015,49,41,952,2,64,0
951,947,24,86,8.286038411290814,43,14,1019,2,25,0
2975,1697,34,61,7.619292029538307,65,60,1020,3,77,0
3722,1000,16,66,7.204483446063121,23,46,958,3,20,0
2037,2657,18,83,1.1967719733224085,25,34,1015,2,92,0
3947,1697,26,77,9.196262167837409,57,26,996,7,62,1
3593,1579,25,59,2.939997402241674,45,59,999,2,35,0
1382,879,18,84,6.6615526422341,38,42,1013,6,33,0
812,2361,25,89,1.5563713871027725,21,60,996,5,93,0
1339,1096,23,63,1.7337348268484907,87,75,1024,7,38,0
3066,1746,24,86,1.0861956651710993,88,40,1016,7,70,1
3777,1993,20,86,6.093348800907975,66,15,991,8,27,1
874,2312,29,47,6.664417026552142,48,11,998,4,67,0
950,883,24,90,1.4541607290990588,83,38,979,5,31,0
3562,1495,36,94,3.61436396287635,99,67,957,4,89,0
1094,1885,35,53,8.66308972760215,31,6,986,7,54,0
3750,1585,20,78,1.911775301406227,92,66,957,3,89,1
1733,2393,15,53,2.948924480979981,30,11,1012,2,25,0
999,1142,35,44,4.819520876251843,27,47,960,4,30,0
963,1509,36,86,8.580466923698044,79,22,1007,5,57,0
3695,1233,38,60,3.293641490276838,45,24,983,1,45,0
612,2986,34,54,9.97423313827008,51,11,988,3,47,0
1535,2433,35,95,4.197356318246755,58,56,965,8,91,0
3697,1820,18,75,4.478037926352608,23,41,1020,5,99,0
2878,1008,37,72,2.098955838077149,63,50,953,1,69,0
2424,370,36,56,7.1217811077087765,54,46,995,4,77,0
3854,2460,28,96,3.191186645060334,70,64,971,8,45,1
639,1753,34,59,6.659808357655417,70,36,1020,8,63,0
1924,1795,36,40,3.008419555626339,48,42,962,2,34,0
